title,author,source,description,content,pub_date,url,photo_url,combined_text,tokens,lems,keywords
Leaked US Intelligence Reports Reveal Israel's Plan Of Attack On Iran,NDTV News Desk,NDTV News,"Two highly classified US intelligence documents have leaked, allegedly exposing Israel&#039;s military preparations for a potential strike on Iran, the New York Times reported.","New Delhi: Two highly classified US intelligence documents have leaked, allegedly exposing Israel's military preparations for a potential strike on Iran, the New York Times reported. The documents, o… [+2503 chars]",20-10-2024,https://www.ndtv.com/world-news/israel-iran-us-leaked-us-intelligence-reports-reveal-israels-plan-of-attack-on-iran-6829355,https://c.ndtvimg.com/2024-05/2pt0puu_israel-army-reuters_625x300_31_May_24.jpeg,leaked us intelligence reports reveal israel is plan of attack on iran new delhi two highly classified us intelligence documents have leaked allegedly exposing israel is military preparations for a potential strike on iran the new york times reported the documents o chars,"['leaked', 'us', 'intelligence', 'reports', 'reveal', 'israel', 'plan', 'attack', 'iran', 'new', 'delhi', 'two', 'highly', 'classified', 'us', 'intelligence', 'documents', 'leaked', 'allegedly', 'exposing', 'israel', 'military', 'preparations', 'potential', 'strike', 'iran', 'new', 'york', 'times', 'reported', 'documents', 'chars']",,[]
'Killer' Harry Kane Breaks Drought To Send Bayern Munich Back Top,Agence France-Presse,NDTV News,"Bayern Munich sporting director Max Eberl described striker Harry Kane as a ""killer"" after his 23-minute hat-trick carried the side to a 4-0 home win over Stuttgart on Saturday","Bayern Munich sporting director Max Eberl described striker Harry Kane as a ""killer"" after his 23-minute hat-trick carried the side to a 4-0 home win over Stuttgart on Saturday. The victory came afte… [+1700 chars]",20-10-2024,https://sports.ndtv.com/football/killer-harry-kane-breaks-drought-to-send-bayern-munich-back-top-6829980,"https://c.ndtvimg.com/2024-10/qjhhqe7o_harry-kane-afp_625x300_20_October_24.jpg?im=FitAndFill,algorithm=dnn,width=1200,height=738",killer harry kane breaks drought to send bayern munich back top bayern munich sporting director max eberl described striker harry kane as a killer after his minute hat trick carried the side to a home win over stuttgart on saturday the victory came afte chars,"['killer', 'harry', 'kane', 'breaks', 'drought', 'send', 'bayern', 'munich', 'back', 'top', 'bayern', 'munich', 'sporting', 'director', 'max', 'eberl', 'described', 'striker', 'harry', 'kane', 'killer', 'minute', 'hat', 'trick', 'carried', 'side', 'home', 'win', 'stuttgart', 'saturday', 'victory', 'came', 'afte', 'chars']",,[]
A Ukraine Drone Hovered Over Russian Troops. Then A Rocket Rained Fire,Pushkar Tiwari,NDTV News,A drone this week helped Ukrainian troops attack a military training facility of Russian troops in Zaporizhzhia Oblast in Russian-occupied southern Ukraine.,"A drone this week helped Ukrainian troops attack a military training facility of Russian troops in Zaporizhzhia Oblast in Russian-occupied southern Ukraine.
As the Ukrainian drone spotted the Russia… [+2201 chars]",20-10-2024,https://www.ndtv.com/world-news/russia-ukraine-war-russian-troops-gathered-for-training-then-a-ukrainian-drone-helped-attack-them-6829950,"https://c.ndtvimg.com/2024-10/c6ssfklg_ukraine-drone-attack_625x300_20_October_24.jpeg?im=FaceCrop,algorithm=dnn,width=1200,height=738",a ukraine drone hovered over russian troops then a rocket rained fire a drone this week helped ukrainian troops attack a military training facility of russian troops in zaporizhzhia oblast in russian occupied southern ukraine as the ukrainian drone spotted the russia chars,"['ukraine', 'drone', 'hovered', 'russian', 'troops', 'rocket', 'rained', 'fire', 'drone', 'week', 'helped', 'ukrainian', 'troops', 'attack', 'military', 'training', 'facility', 'russian', 'troops', 'zaporizhzhia', 'oblast', 'russian', 'occupied', 'southern', 'ukraine', 'ukrainian', 'drone', 'spotted', 'russia', 'chars']",,[]
"1st Test Day 5, Live: Rain To Help India's Cause vs NZ In Bengaluru?",NDTV Sports Desk,NDTV News,India vs New Zealand Live Score: New Zealand will begin their pursuit of 107 runs to win the first Test against India knowing that rain might have the final say in the outcome of the result.,India vs New Zealand Live Score: New Zealand will begin their pursuit of 107 runs to win the first Test against India knowing that rain might have the final say in the outcome of the result. After he… [+416 chars],20-10-2024,https://sports.ndtv.com/india-vs-new-zealand-2024/india-vs-new-zealand-live-updates-1st-test-match-day-5-today-ind-vs-nz-live-match-score-live-streaming-jasprit-bumrah-ravichandran-ashwin-bengaluru-we-6827155,"https://c.ndtvimg.com/2024-10/gp8trpu_team-india-bcci_625x300_19_October_24.jpg?im=FeatureCrop,algorithm=dnn,width=1200,height=738",st test day live rain to help india is cause vs nz in bengaluru india vs new zealand live score new zealand will begin their pursuit of runs to win the first test against india knowing that rain might have the final say in the outcome of the result after he chars,"['st', 'test', 'day', 'live', 'rain', 'help', 'india', 'cause', 'vs', 'nz', 'bengaluru', 'india', 'vs', 'new', 'zealand', 'live', 'score', 'new', 'zealand', 'begin', 'pursuit', 'runs', 'win', 'first', 'test', 'india', 'knowing', 'rain', 'might', 'final', 'say', 'outcome', 'result', 'chars']",,[]
PAK 'Mentally Prepared' For IND's Champions Trophy Refusal? Report Says...,Press Trust of India,NDTV News,The Pakistan Cricket Board (PCB) is mentally prepared for India's refusal to travel to the country for the Champions Trophy but it won't move the title clash of the tournament from Lahore even if the arch-rivals qualify for the final on March 9.,The Pakistan Cricket Board (PCB) is mentally prepared for India's refusal to travel to the country for the Champions Trophy but it won't move the title clash of the tournament from Lahore even if the… [+2982 chars],20-10-2024,https://sports.ndtv.com/cricket/pakistan-mentally-prepared-for-indias-champions-trophy-2025-refusal-report-says-6820071,"https://c.ndtvimg.com/2024-06/h11amgco_india-pakistan-afp_625x300_08_June_24.jpg?im=FeatureCrop,algorithm=dnn,width=1200,height=738",pak mentally prepared for ind is champions trophy refusal report says the pakistan cricket board pcb is mentally prepared for india is refusal to travel to the country for the champions trophy but it wo not move the title clash of the tournament from lahore even if the chars,"['pak', 'mentally', 'prepared', 'ind', 'champions', 'trophy', 'refusal', 'report', 'says', 'pakistan', 'cricket', 'board', 'pcb', 'mentally', 'prepared', 'india', 'refusal', 'travel', 'country', 'champions', 'trophy', 'wo', 'move', 'title', 'clash', 'tournament', 'lahore', 'even', 'chars']",,[]
Kylian Mbappe Strikes As Real Madrid Claim Win At Celta Vigo,Agence France-Presse,NDTV News,Kylian Mbappe and Vinicius Junior's goals earned Real Madrid an entertaining 2-1 win at Celta Vigo on Saturday to pull them level with La Liga leaders Barcelona.,Kylian Mbappe and Vinicius Junior's goals earned Real Madrid an entertaining 2-1 win at Celta Vigo on Saturday to pull them level with La Liga leaders Barcelona. France striker Mbappe started and sen… [+4004 chars],20-10-2024,https://sports.ndtv.com/football/kylian-mbappe-strikes-as-real-madrid-claim-win-at-celta-vigo-6829956,"https://c.ndtvimg.com/2024-10/4je4g4b8_kylian-mbappe-afp_625x300_20_October_24.jpg?im=FitAndFill,algorithm=dnn,width=1200,height=738",kylian mbappe strikes as real madrid claim win at celta vigo kylian mbappe and vinicius junior is goals earned real madrid an entertaining win at celta vigo on saturday to pull them level with la liga leaders barcelona france striker mbappe started and sen chars,"['kylian', 'mbappe', 'strikes', 'real', 'madrid', 'claim', 'win', 'celta', 'vigo', 'kylian', 'mbappe', 'vinicius', 'junior', 'goals', 'earned', 'real', 'madrid', 'entertaining', 'win', 'celta', 'vigo', 'saturday', 'pull', 'level', 'la', 'liga', 'leaders', 'barcelona', 'france', 'striker', 'mbappe', 'started', 'sen', 'chars']",,[]
"Watch: India's Abhishek Gets Fiery Send Off From Pak Star, Does This In Reply",NDTV Sports Desk,NDTV News,A face-off between India's star batter Abhishek Sharma and Pakistan spinner Sufiyan Muqeem hogged limelight during the ACC Men's T20 Emerging Teams Asia Cup 2024 match on Saturday.,A face-off between India's star batter Abhishek Sharma and Pakistan spinner Sufiyan Muqeem hogged limelight during the ACC Men's T20 Emerging Teams Asia Cup 2024 match on Saturday. In the match at Al… [+1999 chars],20-10-2024,https://sports.ndtv.com/cricket/indias-abhishek-sharma-gets-fiery-send-off-from-pakistan-star-during-emerging-teams-asia-cup-match-does-this-in-reply-watch-6828103,"https://c.ndtvimg.com/2024-10/b6s6eo4g_abhishek-sharma-sufiyan-muqeem-x_625x300_19_October_24.jpg?im=FeatureCrop,algorithm=dnn,width=1200,height=738",watch india is abhishek gets fiery send off from pak star does this in reply a face off between india is star batter abhishek sharma and pakistan spinner sufiyan muqeem hogged limelight during the acc men is t emerging teams asia cup match on saturday in the match at al chars,"['watch', 'india', 'abhishek', 'gets', 'fiery', 'send', 'pak', 'star', 'reply', 'face', 'india', 'star', 'batter', 'abhishek', 'sharma', 'pakistan', 'spinner', 'sufiyan', 'muqeem', 'hogged', 'limelight', 'acc', 'men', 'emerging', 'teams', 'asia', 'cup', 'match', 'saturday', 'match', 'al', 'chars']",,[]
Lando Norris Delighted After Beating Max Verstappen For US Pole,Agence France-Presse,NDTV News,Lando Norris oozed satisfaction on Saturday after beating series leader and three-time champion Max Verstappen to pole position for Sunday's United States Grand Prix.,Lando Norris oozed satisfaction on Saturday after beating series leader and three-time champion Max Verstappen to pole position for Sunday's United States Grand Prix. The McLaren driver clocked a bes… [+2115 chars],20-10-2024,https://sports.ndtv.com/formula-1/lando-norris-delighted-after-beating-max-verstappen-for-us-pole-6829711,"https://c.ndtvimg.com/2024-10/tratqj5o_lando-norris-afp_625x300_20_October_24.jpg?im=FitAndFill,algorithm=dnn,width=1200,height=738",lando norris delighted after beating max verstappen for us pole lando norris oozed satisfaction on saturday after beating series leader and three time champion max verstappen to pole position for sunday is united states grand prix the mclaren driver clocked a bes chars,"['lando', 'norris', 'delighted', 'beating', 'max', 'verstappen', 'us', 'pole', 'lando', 'norris', 'oozed', 'satisfaction', 'saturday', 'beating', 'series', 'leader', 'three', 'time', 'champion', 'max', 'verstappen', 'pole', 'position', 'sunday', 'united', 'states', 'grand', 'prix', 'mclaren', 'driver', 'clocked', 'bes', 'chars']",,[]
UK Man Bites Off Teen Girl's Face In Front Of Horrified Bus Passengers,Ritu Singh,NDTV News,"A 19-year-old girl suffered a horrific attack on a bus when a stranger bit off part of her face, leaving her requiring 50 stitches.","A teenager in the UK suffered a horrific attack on a bus when an inebriated stranger allegedly assaulted her. According to Metro, the incident occurred last year when Darren Taylor, 53, began making … [+2836 chars]",20-10-2024,https://www.ndtv.com/world-news/uk-man-bites-off-teen-girls-face-in-front-of-horrified-bus-passengers-6829576,https://c.ndtvimg.com/2024-10/jqkb0u9g_darren-taylor_625x300_20_October_24.jpeg,uk man bites off teen girl is face in front of horrified bus passengers a teenager in the uk suffered a horrific attack on a bus when an inebriated stranger allegedly assaulted her according to metro the incident occurred last year when darren taylor began making chars,"['uk', 'man', 'bites', 'teen', 'girl', 'face', 'front', 'horrified', 'bus', 'passengers', 'teenager', 'uk', 'suffered', 'horrific', 'attack', 'bus', 'inebriated', 'stranger', 'allegedly', 'assaulted', 'according', 'metro', 'incident', 'occurred', 'last', 'year', 'darren', 'taylor', 'began', 'making', 'chars']",,[]
"Karwa Chauth: Sonakshi's Post For Zaheer - ""Praying For Your Lambi Umar""",NDTV Movies News Desk,NDTV News,Sonakshi Sinha and Zaheer Iqbal married on June 23 this year,New Delhi: Sonakshi Sinha and Zaheer Iqbal married on June 23 this year. The couple is celebrating their first Karwa Chauth together post-wedding. The actress shared a series of pictures from her fes… [+1396 chars],20-10-2024,https://www.ndtv.com/entertainment/karwa-chauth-2024-sonakshi-sinhas-post-for-husband-zaheer-iqbal-praying-for-your-lambi-umar-6830496,https://c.ndtvimg.com/2024-10/p4k54gm8_sonakshi_625x300_20_October_24.jpeg,karwa chauth sonakshi is post for zaheer praying for your lambi umar new delhi sonakshi sinha and zaheer iqbal married on june this year the couple is celebrating their first karwa chauth together post wedding the actress shared a series of pictures from her fes chars,"['karwa', 'chauth', 'sonakshi', 'post', 'zaheer', 'praying', 'lambi', 'umar', 'new', 'delhi', 'sonakshi', 'sinha', 'zaheer', 'iqbal', 'married', 'june', 'year', 'couple', 'celebrating', 'first', 'karwa', 'chauth', 'together', 'post', 'wedding', 'actress', 'shared', 'series', 'pictures', 'fes', 'chars']",,[]
How Pant's Chef Is Helping Sarfaraz Get Fitter - SKY Makes Big Revelation,NDTV Sports Desk,NDTV News,Indian cricket team batter Sarfaraz Khan has enjoyed a brilliant run of form in the recent past and his performances has made him a favourite among both fans and experts.,"Indian cricket team batter Sarfaraz Khan has enjoyed a brilliant run of form in the recent past and his performances has made him a favourite among both fans and experts. However, question continue o… [+2209 chars]",20-10-2024,https://sports.ndtv.com/cricket/how-rishabh-pants-chef-is-helping-sarfaraz-khan-get-fitter-suryakumar-yadav-makes-big-revelation-6830498,"https://c.ndtvimg.com/2024-10/a76682m_sca_625x300_20_October_24.jpg?im=FeatureCrop,algorithm=dnn,width=1200,height=738",how pant is chef is helping sarfaraz get fitter sky makes big revelation indian cricket team batter sarfaraz khan has enjoyed a brilliant run of form in the recent past and his performances has made him a favourite among both fans and experts however question continue o chars,"['pant', 'chef', 'helping', 'sarfaraz', 'get', 'fitter', 'sky', 'makes', 'big', 'revelation', 'indian', 'cricket', 'team', 'batter', 'sarfaraz', 'khan', 'enjoyed', 'brilliant', 'run', 'form', 'recent', 'past', 'performances', 'made', 'favourite', 'among', 'fans', 'experts', 'however', 'question', 'continue', 'chars']",,[]
'Forever Chemicals' Found In Bottled And Tap Water Across UK and China,Ritu Singh,NDTV News,"&#039;Forever Chemicals&#039;, known as perfluoroalkyl substances are long-lasting chemicals that break down extremely slowly over time.","A new study has revealed that toxic 'Forever Chemicals', known as perfluoroalkyl substances (PFAS), have been found in drinking water samples worldwide. The study conducted by researchers from the Un… [+3009 chars]",20-10-2024,https://www.ndtv.com/world-news/forever-chemicals-found-in-bottled-and-tap-water-from-around-the-world-study-6830358,"https://c.ndtvimg.com/2024-10/7oas1r3_water-bottle_625x300_01_October_24.jpg?im=FeatureCrop,algorithm=dnn,width=1200,height=738",forever chemicals found in bottled and tap water across uk and china a new study has revealed that toxic forever chemicals known as perfluoroalkyl substances pfas have been found in drinking water samples worldwide the study conducted by researchers from the un chars,"['forever', 'chemicals', 'found', 'bottled', 'tap', 'water', 'across', 'uk', 'china', 'new', 'study', 'revealed', 'toxic', 'forever', 'chemicals', 'known', 'perfluoroalkyl', 'substances', 'pfas', 'found', 'drinking', 'water', 'samples', 'worldwide', 'study', 'conducted', 'researchers', 'un', 'chars']",,[]
"""Knew Pant Was In Pain"": Sarfaraz On Viral 'Mix-Up' Moment During NZ Test",Indo-Asian News Service,NDTV News,"Sarfaraz Khan delivered a stellar performance, scoring his first Test century (150) and leading India's remarkable recovery in the first Test against New Zealand.","Sarfaraz Khan delivered a stellar performance on Saturday, scoring his first Test century (150) and leading India's remarkable recovery in the first Test against New Zealand. With the hosts setting a… [+2970 chars]",20-10-2024,https://sports.ndtv.com/india-vs-new-zealand-2024/knew-rishabh-pant-was-in-pain-sarfaraz-khan-on-viral-mix-up-moment-during-1st-test-vs-new-zealand-6826823,"https://c.ndtvimg.com/2024-10/o0vd5um_cs_625x300_20_October_24.jpg?im=FeatureCrop,algorithm=dnn,width=1200,height=738",knew pant was in pain sarfaraz on viral mix up moment during nz test sarfaraz khan delivered a stellar performance on saturday scoring his first test century and leading india is remarkable recovery in the first test against new zealand with the hosts setting a chars,"['knew', 'pant', 'pain', 'sarfaraz', 'viral', 'mix', 'moment', 'nz', 'test', 'sarfaraz', 'khan', 'delivered', 'stellar', 'performance', 'saturday', 'scoring', 'first', 'test', 'century', 'leading', 'india', 'remarkable', 'recovery', 'first', 'test', 'new', 'zealand', 'hosts', 'setting', 'chars']",,[]
"""Had Weird Taste"": Woman Freed From ISIS Reveals They Made Them Eat Babies",NDTV News Desk,NDTV News,"Fawzia Sido recounted how, at the age of nine, she was captured along with her brothers and starved for three days. She was rescued by Israel from Gaza earlier this month.","Two weeks after her rescue by the Israeli Defense Forces (IDF) from Gaza, Yazidi survivor Fawzia Amin Sido has recounted the harrowing atrocities she endured during her time in captivity under ISIS. … [+2052 chars]",20-10-2024,https://www.ndtv.com/world-news/yazidi-woman-freed-by-idf-from-gaza-reveals-isis-forced-them-to-eat-babies-6829920,"https://c.ndtvimg.com/2024-10/67oisrd8_fawzia-amin-sido_625x300_20_October_24.jpg?im=FeatureCrop,algorithm=dnn,width=1200,height=738",had weird taste woman freed from isis reveals they made them eat babies two weeks after her rescue by the israeli defense forces idf from gaza yazidi survivor fawzia amin sido has recounted the harrowing atrocities she endured during her time in captivity under isis chars,"['weird', 'taste', 'woman', 'freed', 'isis', 'reveals', 'made', 'eat', 'babies', 'two', 'weeks', 'rescue', 'israeli', 'defense', 'forces', 'idf', 'gaza', 'yazidi', 'survivor', 'fawzia', 'amin', 'sido', 'recounted', 'harrowing', 'atrocities', 'endured', 'time', 'captivity', 'isis', 'chars']",,[]
"""Naseem Is Better Than Bumrah"": Pakistan Fast Bowler Makes Shocking Claim",NDTV Sports Desk,NDTV News,Pakistan cricket team fast bowler Ihsanullah grabbed the headlines following a sensational comment on India star pacer Jasprit Bumrah.,"Pakistan cricket team fast bowler Ihsanullah grabbed the headlines following a sensational comment on India star pacer Jasprit Bumrah. The fast bowler, who has played one ODI and four T20Is for Pakis… [+2045 chars]",20-10-2024,https://sports.ndtv.com/cricket/naseem-shah-is-better-than-jasprit-bumrah-pakistan-fast-bowler-makes-shocking-claim-6830196,"https://c.ndtvimg.com/2024-10/86vcr5go_jasprit-bumrah_625x300_18_October_24.jpg?im=FeatureCrop,algorithm=dnn,width=1200,height=738",naseem is better than bumrah pakistan fast bowler makes shocking claim pakistan cricket team fast bowler ihsanullah grabbed the headlines following a sensational comment on india star pacer jasprit bumrah the fast bowler who has played one odi and four tis for pakis chars,"['naseem', 'better', 'bumrah', 'pakistan', 'fast', 'bowler', 'makes', 'shocking', 'claim', 'pakistan', 'cricket', 'team', 'fast', 'bowler', 'ihsanullah', 'grabbed', 'headlines', 'following', 'sensational', 'comment', 'india', 'star', 'pacer', 'jasprit', 'bumrah', 'fast', 'bowler', 'played', 'one', 'odi', 'four', 'tis', 'pakis', 'chars']",,[]
IGNOU Extends Deadline For December Term-end-Exam 2024,Puniti Pandey,NDTV News,"Candidates have time till October 27, 2024 for filling the online exam form without late fee.",New Delhi: The Indira Gandhi National Open University (IGNOU) has extended the registration deadline for the December term-end exams (TEE). Interested and eligible candidates can visit the official w… [+1285 chars],20-10-2024,https://www.ndtv.com/education/ignou-extends-deadline-for-december-term-end-exam-2024-6830362,"https://c.ndtvimg.com/2022-06/rbdp7c3g_ignou_625x300_02_June_22.jpg?im=FeatureCrop,algorithm=dnn,width=1200,height=738",ignou extends deadline for december term end exam new delhi the indira gandhi national open university ignou has extended the registration deadline for the december term end exams tee interested and eligible candidates can visit the official w chars,"['ignou', 'extends', 'deadline', 'december', 'term', 'end', 'exam', 'new', 'delhi', 'indira', 'gandhi', 'national', 'open', 'university', 'ignou', 'extended', 'registration', 'deadline', 'december', 'term', 'end', 'exams', 'tee', 'interested', 'eligible', 'candidates', 'visit', 'official', 'w', 'chars']",,[]
"""Told To Wear Indian Clothes"": Neelam On Toxic Marriage To Rishi Sethia",Sreetama Basu,NDTV News,"Neelam Kothari opened up to Ektaa R Kapoor about her toxic marriage, her divorce and how it affected her daughter Ahana","Fabulous Lives Vs Bollywood Wives season 3 is currently streaming on Netflix, and there is a lot of new drama this time, courtesy the new entrants. But this season of the show also digs deeper into t… [+2032 chars]",20-10-2024,https://www.ndtv.com/entertainment/neelam-kothari-on-toxic-marriage-to-ex-husband-rishi-sethia-was-told-to-wear-indian-clothes-change-my-identity-6830301,"https://c.ndtvimg.com/2024-10/4cu283sg_s_625x300_20_October_24.jpeg?im=FeatureCrop,algorithm=dnn,width=1200,height=738",told to wear indian clothes neelam on toxic marriage to rishi sethia fabulous lives vs bollywood wives season is currently streaming on netflix and there is a lot of new drama this time courtesy the new entrants but this season of the show also digs deeper into t chars,"['told', 'wear', 'indian', 'clothes', 'neelam', 'toxic', 'marriage', 'rishi', 'sethia', 'fabulous', 'lives', 'vs', 'bollywood', 'wives', 'season', 'currently', 'streaming', 'netflix', 'lot', 'new', 'drama', 'time', 'courtesy', 'new', 'entrants', 'season', 'show', 'also', 'digs', 'deeper', 'chars']",,[]
Fresh appeal for information on anniversary of 2007 murder of Paul Quinn in Monaghan,Emma Hickey,TheJournal.ie,"Paul’s family have long believed that he was murdered by members of the IRA, despite Sinn Féin’s longstanding denial of such.","GARDAÍ HAVE ISSUED a fresh appeal for information today in relation to the 2007 murder of 21-year-old Paul Quinn in Co Monaghan. 
Today marks the 17 year anniversary of the murder of Paul Quinn, who… [+2482 chars]",20-10-2024,https://www.thejournal.ie/fresh-appeal-information-murder-of-paul-quinn-monaghan-anniversary-6519487-Oct2024/,https://img2.thejournal.ie/article/6519487/river/?height=400&version=6519515,fresh appeal for information on anniversary of murder of paul quinn in monaghan garda have issued a fresh appeal for information today in relation to the murder of year old paul quinn in co monaghan today marks the year anniversary of the murder of paul quinn who chars,"['fresh', 'appeal', 'information', 'anniversary', 'murder', 'paul', 'quinn', 'monaghan', 'garda', 'issued', 'fresh', 'appeal', 'information', 'today', 'relation', 'murder', 'year', 'old', 'paul', 'quinn', 'co', 'monaghan', 'today', 'marks', 'year', 'anniversary', 'murder', 'paul', 'quinn', 'chars']",,[]
Patients 'don't see an end' to their pain as they battle with waiting lists for management clinics,Mairead Maguire,TheJournal.ie,"Without specialist care, some patients fear developing a reliance on oral painkillers.","PATIENTS LIVING WITH debilitating pain every day are among those waiting up to a year for appointments with pain management clinics.
Some patients say dont see an end to their pain after years of di… [+3588 chars]",20-10-2024,https://www.thejournal.ie/pain-management-waiting-lists-hse-6518428-Oct2024/,https://img2.thejournal.ie/article/6518428/river/?height=400&version=6519097,patients would o not see an end to their pain as they battle with waiting lists for management clinics patients living with debilitating pain every day are among those waiting up to a year for appointments with pain management clinics some patients say dont see an end to their pain after years of di chars,"['patients', 'would', 'see', 'end', 'pain', 'battle', 'waiting', 'lists', 'management', 'clinics', 'patients', 'living', 'debilitating', 'pain', 'every', 'day', 'among', 'waiting', 'year', 'appointments', 'pain', 'management', 'clinics', 'patients', 'say', 'dont', 'see', 'end', 'pain', 'years', 'di', 'chars']",,[]
"Francis Ngannou: PFL title win proved 'I still have it,' but 'a lifetime wouldn't be enough to grieve' son's death",Mike Bohn,USA Today,"Francis Ngannou will never fully cope with the tragic death of his son Kobe, but his PFL title win was a small aid in his healing process.","RIYADH, Saudi Arabia Francis Ngannou will never be able to fully cope with the tragic death of his 15-month-old son Kobe, but his victory at PFL: Battle of the Giants was a small aid in his healing p… [+3184 chars]",20-10-2024,https://mmajunkie.usatoday.com/2024/10/francis-ngannou-pfl-title-win-proved-still-have-it-after-son-kobe-death,https://mmajunkie.usatoday.com/wp-content/uploads/sites/91/2024/10/francis-ngannou-pfl-battle-of-the-giants-post-fight-interview.jpg?w=1000&h=576&crop=1,francis ngannou pfl title win proved i still have it but a lifetime would not be enough to grieve son is death riyadh saudi arabia francis ngannou will never be able to fully cope with the tragic death of his month old son kobe but his victory at pfl battle of the giants was a small aid in his healing p chars,"['francis', 'ngannou', 'pfl', 'title', 'win', 'proved', 'still', 'lifetime', 'would', 'enough', 'grieve', 'son', 'death', 'riyadh', 'saudi', 'arabia', 'francis', 'ngannou', 'never', 'able', 'fully', 'cope', 'tragic', 'death', 'month', 'old', 'son', 'kobe', 'victory', 'pfl', 'battle', 'giants', 'small', 'aid', 'healing', 'p', 'chars']",,[]
UFC Fight Night 245 results: Rob Font puts on striking showcase to upset 6-1 favorite Kyler Phillips,Nolan King,USA Today,Rob Font appears reinvented as he defeated Kyler Phillips by unanimous decision.,"Technique, power, finesse.
All three were on display as Rob Font defeated Kyler Phillips in the UFC Fight Night 245 co-main event Saturday at the UFC Apex.
There could only be one winner, and that … [+2141 chars]",20-10-2024,https://mmajunkie.usatoday.com/2024/10/ufc-fight-night-245-rob-font-vs-kyler-phillips,https://mmajunkie.usatoday.com/wp-content/uploads/sites/91/2024/10/Rob-Font-def.-Kyler-Phillips-UFC-Fight-Night-245-1.jpeg?w=1024&h=576&crop=1,ufc fight night results rob font puts on striking showcase to upset favorite kyler phillips technique power finesse all three were on display as rob font defeated kyler phillips in the ufc fight night co main event saturday at the ufc apex there could only be one winner and that chars,"['ufc', 'fight', 'night', 'results', 'rob', 'font', 'puts', 'striking', 'showcase', 'upset', 'favorite', 'kyler', 'phillips', 'technique', 'power', 'finesse', 'three', 'display', 'rob', 'font', 'defeated', 'kyler', 'phillips', 'ufc', 'fight', 'night', 'co', 'main', 'event', 'saturday', 'ufc', 'apex', 'could', 'one', 'winner', 'chars']",,[]
Sherrone Moore promises full reevaluation after Michigan football loss to Illinois,Wolverines Wire,USA Today,"CHAMPAIGN, Ill. -- There was no sugar coating it after Michigan football lost to Illinois on Saturday -- the Wolverines are not playing up to a standard, and no one is safe. The defense played well enough, giving up 21 points -- 10 of which came following two…","CHAMPAIGN, Ill. -- There was no sugar coating it after Michigan football lost to Illinois on Saturday -- the Wolverines are not playing up to a standard, and no one is safe.
The defense played well … [+2926 chars]",20-10-2024,https://wolverineswire.usatoday.com/2024/10/20/sherrone-moore-michigan-football-offense-changes-coming/,https://s.yimg.com/ny/api/res/1.2/fEJBipkNY4er64sWF4bLkA--/YXBwaWQ9aGlnaGxhbmRlcjt3PTEyMDA7aD03MjA-/https://media.zenfs.com/en/wolverines_wire_usa_today_articles_790/9148522a171c56c46675e79e0fb54410,sherrone moore promises full reevaluation after michigan football loss to illinois champaign ill there was no sugar coating it after michigan football lost to illinois on saturday the wolverines are not playing up to a standard and no one is safe the defense played well chars,"['sherrone', 'moore', 'promises', 'full', 'reevaluation', 'michigan', 'football', 'loss', 'illinois', 'champaign', 'ill', 'sugar', 'coating', 'michigan', 'football', 'lost', 'illinois', 'saturday', 'wolverines', 'playing', 'standard', 'one', 'safe', 'defense', 'played', 'well', 'chars']",,[]
Three takeaways from Florida's blowout win over Kentucky,Gators Wire,USA Today,"Florida played its best game under Billy Napier on Saturday night, defeating the Kentucky Wildcats 48-20 to advance to 4-3 overall on the year. The offense looked revitalized with DJ Lagway under center, the defense looked better than it ever has under Billy …","GAINESVILLE, FLORIDA - OCTOBER 19: Trikweze Bridges #7 of the Florida Gators celebrates after intercepting a pass during the first half of a game against the Kentucky Wildcats at Ben Hill Griffin Sta… [+4802 chars]",20-10-2024,https://gatorswire.usatoday.com/2024/10/20/florida-football-kentucky-wildcats-recap-takeaways-week-8/,https://s.yimg.com/ny/api/res/1.2/vmJTFKCv25I6n7IwTHLmEQ--/YXBwaWQ9aGlnaGxhbmRlcjt3PTEyMDA7aD04MDA-/https://media.zenfs.com/en/gators_wire_usa_today_articles_447/33805a1b09a71deb6d04c7a1cd7427e8,three takeaways from florida is blowout win over kentucky gainesville florida october trikweze bridges of the florida gators celebrates after intercepting a pass during the first half of a game against the kentucky wildcats at ben hill griffin sta chars,"['three', 'takeaways', 'florida', 'blowout', 'win', 'kentucky', 'gainesville', 'florida', 'october', 'trikweze', 'bridges', 'florida', 'gators', 'celebrates', 'intercepting', 'pass', 'first', 'half', 'game', 'kentucky', 'wildcats', 'ben', 'hill', 'griffin', 'sta', 'chars']",,[]
