title,author,source,description,content,pub_date,url,photo_url,combined_text,tokens,lems
"""Flak You've Given..."": Ashwin's Epic Reply To Karthik On 'Greatest Catch'",NDTV Sports Desk,NDTV News,India vs New Zealand: Ravichandran Ashwin ran 19m backwards from long-on and kept his eyes on the ball to complete a fantastic catch of Daryl Mitchell,"Ravichandran Ashwin not only grabbed attention with his bowling on the second day of the third India vs New Zealand Test in Mumbai on Saturday, but also with a stunning catch of Daryl Mitchell. India… [+2061 chars]",2024-11-03,https://sports.ndtv.com/india-vs-new-zealand-2024/flak-you-have-given-me-r-ashwins-epic-reply-to-dinesh-karthik-on-banter-over-greatest-catch-6929308,"https://c.ndtvimg.com/2024-11/js00i4s8_karthik-ashwin_625x300_02_November_24.jpg?im=FitAndFill,algorithm=dnn,width=1200,height=738",flak you have given ashwin is epic reply to karthik on greatest catch ravichandran ashwin not only grabbed attention with his bowling on the second day of the third india vs new zealand test in mumbai on saturday but also with a stunning catch of daryl mitchell india  chars,"['flak', 'given', 'ashwin', 'epic', 'reply', 'karthik', 'greatest', 'catch', 'ravichandran', 'ashwin', 'grabbed', 'attention', 'bowling', 'second', 'day', 'third', 'india', 'vs', 'new', 'zealand', 'test', 'mumbai', 'saturday', 'also', 'stunning', 'catch', 'daryl', 'mitchell', 'india', 'chars']",flak given ashwin epic reply karthik greatest catch ravichandran ashwin grabbed attention bowling second day third india v new zealand test mumbai saturday also stunning catch daryl mitchell india char
"CSK Unlikely To Go After Rishabh Pant, R Ashwin On Wishlist: Report",NDTV Sports Desk,NDTV News,CSK have been heavily linked with a move for Rishabh Pant in the IPL 2025 auction.,"Since the news of Rishabh Pant's release from Delhi Capitals broke, a number of franchises have started to circle around the sought-after wicket-keeper batter. Pant's release into the Indian Premier … [+2092 chars]",2024-11-03,https://sports.ndtv.com/ipl-2025/csk-unlikely-to-go-after-rishabh-pant-r-ashwin-on-wishlist-report-6925985,"https://c.ndtvimg.com/2024-11/i93e6qbo_dhoni-and-pant-bcci_625x300_02_November_24.jpg?im=FitAndFill,algorithm=dnn,width=1200,height=738",csk unlikely to go after rishabh pant r ashwin on wishlist report since the news of rishabh pant is release from delhi capitals broke a number of franchises have started to circle around the sought after wicket keeper batter pant is release into the indian premier  chars,"['csk', 'unlikely', 'go', 'rishabh', 'pant', 'r', 'ashwin', 'wishlist', 'report', 'since', 'news', 'rishabh', 'pant', 'release', 'delhi', 'capitals', 'broke', 'number', 'franchises', 'started', 'circle', 'around', 'sought', 'wicket', 'keeper', 'batter', 'pant', 'release', 'indian', 'premier', 'chars']",csk unlikely go rishabh pant r ashwin wishlist report since news rishabh pant release delhi capital broke number franchise started circle around sought wicket keeper batter pant release indian premier char
Atlanta Late Show Stuns Lionel Messi And Inter Miami In MLS Playoffs,Agence France-Presse,NDTV News,"Atlanta United snatched a dramatic last-gasp 2-1 playoff victory over Inter Miami on Saturday, jolting Lionel Messi's hopes of leading the Florida club to MLS Cup glory.","Atlanta United snatched a dramatic last-gasp 2-1 playoff victory over Inter Miami on Saturday, jolting Lionel Messi's hopes of leading the Florida club to MLS Cup glory. Portuguese winger Xande Silva… [+3090 chars]",2024-11-03,https://sports.ndtv.com/football/atlanta-late-show-stuns-lionel-messi-and-inter-miami-in-mls-playoffs-6932257,"https://c.ndtvimg.com/2024-11/m76p94t_inter-miami-afp_625x300_03_November_24.jpg?im=FitAndFill,algorithm=dnn,width=1200,height=738",atlanta late show stuns lionel messi and inter miami in mls playoffs atlanta united snatched a dramatic last gasp   playoff victory over inter miami on saturday jolting lionel messi is hopes of leading the florida club to mls cup glory portuguese winger xande silva  chars,"['atlanta', 'late', 'show', 'stuns', 'lionel', 'messi', 'inter', 'miami', 'mls', 'playoffs', 'atlanta', 'united', 'snatched', 'dramatic', 'last', 'gasp', 'playoff', 'victory', 'inter', 'miami', 'saturday', 'jolting', 'lionel', 'messi', 'hopes', 'leading', 'florida', 'club', 'mls', 'cup', 'glory', 'portuguese', 'winger', 'xande', 'silva', 'chars']",atlanta late show stuns lionel messi inter miami ml playoff atlanta united snatched dramatic last gasp playoff victory inter miami saturday jolting lionel messi hope leading florida club ml cup glory portuguese winger xande silva char
15-Year-Old Boy In UK Given Life Sentence For Fatally Stabbing Teenager,Bhavya Sukheja,NDTV News,A 15-year-old boy in the UK who fatally stabbed a teenager in Birmingham city centre has been sentenced to life.,"A 15-year-old boy in the UK who fatally stabbed a teenager in Birmingham city centre has been sentenced to life. According to the BBC, 17-year-old Muhammad Hassam Ali died in hospital in January this… [+3347 chars]",2024-11-03,https://www.ndtv.com/world-news/15-year-old-boy-in-uk-given-life-sentence-for-fatally-stabbing-teenager-in-chest-6932008,"https://c.ndtvimg.com/2022-02/j9dtkci_man-in-jail-generic-man-in-prison-generic_625x300_02_February_22.jpg?im=FeatureCrop,algorithm=dnn,width=1200,height=738",year old boy in uk given life sentence for fatally stabbing teenager a  year old boy in the uk who fatally stabbed a teenager in birmingham city centre has been sentenced to life according to the bbc  year old muhammad hassam ali died in hospital in january this  chars,"['year', 'old', 'boy', 'uk', 'given', 'life', 'sentence', 'fatally', 'stabbing', 'teenager', 'year', 'old', 'boy', 'uk', 'fatally', 'stabbed', 'teenager', 'birmingham', 'city', 'centre', 'sentenced', 'life', 'according', 'bbc', 'year', 'old', 'muhammad', 'hassam', 'ali', 'died', 'hospital', 'january', 'chars']",year old boy uk given life sentence fatally stabbing teenager year old boy uk fatally stabbed teenager birmingham city centre sentenced life according bbc year old muhammad hassam ali died hospital january char
"3rd Test LIVE: Rohit Sharma Survives LBW Call, Then Responds In Epic Style",NDTV Sports Desk,NDTV News,India vs New Zealand LIVE Score Updates 3rd Test Day 3: Rohit Sharma and Yashasvi Jaiswal have started the proceedings for India in the chase of 147 against New Zealand.,India vs New Zealand 3rd Test Day 3 LIVE Updates: Ajaz Patel has provided New Zealand with a big wicket as he dismissed Sarfaraz Khan for 1. Rishabh Pant has now been joined by Ravindra Jadeja as fiv… [+685 chars],2024-11-03,https://sports.ndtv.com/india-vs-new-zealand-2024/india-vs-new-zealand-live-score-3rd-test-match-day-3-today-ind-vs-nz-live-cricket-updates-live-streaming-6929627,"https://c.ndtvimg.com/2024-11/uccnhqsg_new-zealand-bcci_625x300_03_November_24.jpg?im=FitAndFill,algorithm=dnn,width=1200,height=738",rd test live rohit sharma survives lbw call then responds in epic style india vs new zealand rd test day  live updates ajaz patel has provided new zealand with a big wicket as he dismissed sarfaraz khan for  rishabh pant has now been joined by ravindra jadeja as fiv  chars,"['rd', 'test', 'live', 'rohit', 'sharma', 'survives', 'lbw', 'call', 'responds', 'epic', 'style', 'india', 'vs', 'new', 'zealand', 'rd', 'test', 'day', 'live', 'updates', 'ajaz', 'patel', 'provided', 'new', 'zealand', 'big', 'wicket', 'dismissed', 'sarfaraz', 'khan', 'rishabh', 'pant', 'joined', 'ravindra', 'jadeja', 'fiv', 'chars']",rd test live rohit sharma survives lbw call responds epic style india v new zealand rd test day live update ajaz patel provided new zealand big wicket dismissed sarfaraz khan rishabh pant joined ravindra jadeja fiv char
Kamala Harris Recalls Mother Taking Her To India On Diwali,Press Trust of India,NDTV News,"President Kamala Harris, who is the Democratic presidential candidate, in an op-ed, recollected her frequent visit to India as a child, and her mother&#039;s mission to cure cancer.","Washington: President Kamala Harris, who is the Democratic presidential candidate, in an op-ed on Saturday, recollected her frequent visit to India as a child, and her mother's mission to cure cancer… [+3950 chars]",2024-11-03,https://www.ndtv.com/world-news/kamala-harris-recalls-how-mother-used-to-take-her-to-india-on-diwali-6932033,"https://c.ndtvimg.com/2024-11/v3qrota_kamala-harris-mother_625x300_03_November_24.jpg?im=FeatureCrop,algorithm=dnn,width=1200,height=738",kamala harris recalls mother taking her to india on diwali washington president kamala harris who is the democratic presidential candidate in an op ed on saturday recollected her frequent visit to india as a child and her mother is mission to cure cancer  chars,"['kamala', 'harris', 'recalls', 'mother', 'taking', 'india', 'diwali', 'president', 'kamala', 'harris', 'democratic', 'presidential', 'candidate', 'op', 'ed', 'saturday', 'recollected', 'frequent', 'visit', 'india', 'child', 'mother', 'mission', 'cure', 'cancer', 'chars']",kamala harris recall mother taking india diwali president kamala harris democratic presidential candidate op ed saturday recollected frequent visit india child mother mission cure cancer char
Here's Why Tom Holland Often Googles Girlfriend Zendaya,Asian News International,NDTV News,"The couple, who met while working on 2017&#039;s Spider-Man: Homecoming and began dating in 2021, have kept their relationship a secret.","Washington: Actor Tom Holland can't stop himself from about Zendaya on Google. He recently admitted that he sometimes Googles about his girlfriend to find out if she is doing fine, reported People.
… [+1693 chars]",2024-11-03,https://www.ndtv.com/entertainment/here-is-why-tom-holland-googles-girlfriend-zendaya-6932651,https://c.ndtvimg.com/2024-11/v9r6s8dg_zendaya-_625x300_03_November_24.jpeg,here is why tom holland often googles girlfriend zendaya washington actor tom holland cannot stop himself from about zendaya on google he recently admitted that he sometimes googles about his girlfriend to find out if she is doing fine reported people  chars,"['tom', 'holland', 'often', 'googles', 'girlfriend', 'zendaya', 'actor', 'tom', 'holland', 'cannot', 'stop', 'zendaya', 'google', 'recently', 'admitted', 'sometimes', 'googles', 'girlfriend', 'find', 'fine', 'reported', 'people', 'chars']",tom holland often google girlfriend zendaya actor tom holland cannot stop zendaya google recently admitted sometimes google girlfriend find fine reported people char
"Kane Double Takes Bayern Munich Past Union, Dortmund Beat Leipzig",Agence France-Presse,NDTV News,Harry Kane scored twice and set up another as Bayern Munich moved three points clear at the top of the German Bundesliga with a 3-0 home win over Union Berlin,Harry Kane scored twice and set up another as Bayern Munich moved three points clear at the top of the German Bundesliga with a 3-0 home win over Union Berlin on Saturday. The England captain put Bay… [+3637 chars],2024-11-03,https://sports.ndtv.com/football/harry-kane-double-takes-bayern-munich-past-union-berlin-borussia-dortmund-beat-leipzig-6932249,"https://c.ndtvimg.com/2024-11/mc9g92rg_harry-kane-afp_625x300_03_November_24.jpg?im=FitAndFill,algorithm=dnn,width=1200,height=738",kane double takes bayern munich past union dortmund beat leipzig harry kane scored twice and set up another as bayern munich moved three points clear at the top of the german bundesliga with a   home win over union berlin on saturday the england captain put bay  chars,"['kane', 'double', 'takes', 'bayern', 'munich', 'past', 'union', 'dortmund', 'beat', 'leipzig', 'harry', 'kane', 'scored', 'twice', 'set', 'another', 'bayern', 'munich', 'moved', 'three', 'points', 'clear', 'top', 'german', 'bundesliga', 'home', 'win', 'union', 'berlin', 'saturday', 'england', 'captain', 'put', 'bay', 'chars']",kane double take bayern munich past union dortmund beat leipzig harry kane scored twice set another bayern munich moved three point clear top german bundesliga home win union berlin saturday england captain put bay char
Ishan Kishan In Soup After Umpires Accuse India A Of Ball-Tampering,NDTV Sports Desk,NDTV News,"The India A team, on the tour of Australia, has been accused of ball tampering during the match against Australia A.","The Border-Gavaskar Trophy hasn't even started and a big controversy has erupted. India A team, already on the tour of Australia for three unofficial Tests, has been accused of 'ball tampering' durin… [+2487 chars]",2024-11-03,https://sports.ndtv.com/cricket/ishan-kishan-to-be-reported-after-india-a-accused-of-ball-tampering-on-australia-tour-6932169,https://c.ndtvimg.com/2024-11/iihub47o_india-a-x_625x300_03_November_24.jpeg,ishan kishan in soup after umpires accuse india a of ball tampering the border gavaskar trophy has not even started and a big controversy has erupted india a team already on the tour of australia for three unofficial tests has been accused of ball tampering durin  chars,"['ishan', 'kishan', 'soup', 'umpires', 'accuse', 'india', 'ball', 'tampering', 'border', 'gavaskar', 'trophy', 'even', 'started', 'big', 'controversy', 'erupted', 'india', 'team', 'already', 'tour', 'australia', 'three', 'unofficial', 'tests', 'accused', 'ball', 'tampering', 'durin', 'chars']",ishan kishan soup umpire accuse india ball tampering border gavaskar trophy even started big controversy erupted india team already tour australia three unofficial test accused ball tampering durin char
"AIIMS INI CET 2025 Admit Card To Be Out Tomorrow, Check Details",Lavkesh Singh,NDTV News,Applicants will need to enter their login credentials to download the admit card.,The All India Institute of Medical Sciences is scheduled to release admit cards for the Institute of National Importance Combined Entrance Test (INI-CET 2025) tomorrow. Candidates who have registered… [+1562 chars],2024-11-03,https://www.ndtv.com/education/aiims-ini-cet-2025-admit-card-to-be-out-tomorrow-check-details-6932214,https://c.ndtvimg.com/2024-11/v56cui7_jjhkjhjh_625x300_03_November_24.jpeg,aiims ini cet  admit card to be out tomorrow check details the all india institute of medical sciences is scheduled to release admit cards for the institute of national importance combined entrance test ini cet  tomorrow candidates who have registered  chars,"['aiims', 'ini', 'cet', 'admit', 'card', 'tomorrow', 'check', 'details', 'india', 'institute', 'medical', 'sciences', 'scheduled', 'release', 'admit', 'cards', 'institute', 'national', 'importance', 'combined', 'entrance', 'test', 'ini', 'cet', 'tomorrow', 'candidates', 'registered', 'chars']",aiims ini cet admit card tomorrow check detail india institute medical science scheduled release admit card institute national importance combined entrance test ini cet tomorrow candidate registered char
"NTA SWAYAM July 2024 Registration Deadline Tomorrow, Check Details",Lavkesh Singh,NDTV News,"The NTA has been entrusted with overseeing the SWAYAM exam for the July 2024 semester, covering a total of 456 courses.",NTA SWAYAM July 2024 Registration: The National Testing Agency (NTA) will close the registration window for the Study Webs of Active Learning for Young Aspiring Minds (SWAYAM) July 2024 session tomor… [+1604 chars],2024-11-03,https://www.ndtv.com/education/nta-swayam-july-2024-registration-deadline-tomorrow-check-details-6932409,"https://c.ndtvimg.com/2024-08/ogledbvg_swayam-portal_625x300_05_August_24.jpeg?im=FeatureCrop,algorithm=dnn,width=1200,height=738",nta swayam july  registration deadline tomorrow check details nta swayam july  registration the national testing agency nta will close the registration window for the study webs of active learning for young aspiring minds swayam july  session tomor  chars,"['nta', 'swayam', 'july', 'registration', 'deadline', 'tomorrow', 'check', 'details', 'nta', 'swayam', 'july', 'registration', 'national', 'testing', 'agency', 'nta', 'close', 'registration', 'window', 'study', 'webs', 'active', 'learning', 'young', 'aspiring', 'minds', 'swayam', 'july', 'session', 'tomor', 'chars']",nta swayam july registration deadline tomorrow check detail nta swayam july registration national testing agency nta close registration window study web active learning young aspiring mind swayam july session tomor char
Livingstone Wins Battle Of Century-Making Skippers In England Victory vs WI,Agence France-Presse,NDTV News,Captain Liam Livingstone cracked a maiden one-day international hundred to lead England to a five-wicket victory against the West Indies on Saturday.,Captain Liam Livingstone cracked a maiden one-day international hundred to lead England to a five-wicket victory against the West Indies on Saturday. Livingstone's blistering innings outshone a centu… [+2650 chars],2024-11-03,https://sports.ndtv.com/cricket/liam-livingstone-wins-battle-of-century-making-skippers-in-england-victory-vs-west-indies-6932306,"https://c.ndtvimg.com/2024-11/ir6jg6uo_liam-livingstone-afp_625x300_03_November_24.jpg?im=FitAndFill,algorithm=dnn,width=1200,height=738",livingstone wins battle of century making skippers in england victory vs wi captain liam livingstone cracked a maiden one day international hundred to lead england to a five wicket victory against the west indies on saturday livingstone is blistering innings outshone a centu  chars,"['livingstone', 'wins', 'battle', 'century', 'making', 'skippers', 'england', 'victory', 'vs', 'wi', 'captain', 'liam', 'livingstone', 'cracked', 'maiden', 'one', 'day', 'international', 'hundred', 'lead', 'england', 'five', 'wicket', 'victory', 'west', 'indies', 'saturday', 'livingstone', 'blistering', 'innings', 'outshone', 'centu', 'chars']",livingstone win battle century making skipper england victory v wi captain liam livingstone cracked maiden one day international hundred lead england five wicket victory west indie saturday livingstone blistering inning outshone centu char
Justin Trudeau's Diwali Video Amid Peak India-Canada Diplomatic Tensions,NDTV News Desk,NDTV News,Canadian Prime Minister Justin Trudeau has shared clips of his Diwali celebrations on Sunday amid ongoing diplomatic tensions between India and the North American nation.,"New Delhi: Canadian Prime Minister Justin Trudeau has shared clips of his Diwali celebrations on Sunday amid ongoing diplomatic tensions between India and the North American nation.
Happy Diwali! So… [+2064 chars]",2024-11-03,https://www.ndtv.com/world-news/justin-trudeaus-diwali-video-amid-peak-india-canada-diplomatic-tensions-6933529,https://c.ndtvimg.com/2024-11/p22u2rsg_justin-trudeau-diwali-_625x300_03_November_24.jpeg,justin trudeau is diwali video amid peak india canada diplomatic tensions new delhi canadian prime minister justin trudeau has shared clips of his diwali celebrations on sunday amid ongoing diplomatic tensions between india and the north american nation happy diwali so  chars,"['justin', 'trudeau', 'diwali', 'video', 'amid', 'peak', 'india', 'canada', 'diplomatic', 'tensions', 'new', 'delhi', 'canadian', 'prime', 'minister', 'justin', 'trudeau', 'shared', 'clips', 'diwali', 'celebrations', 'sunday', 'amid', 'ongoing', 'diplomatic', 'tensions', 'india', 'north', 'american', 'nation', 'happy', 'diwali', 'chars']",justin trudeau diwali video amid peak india canada diplomatic tension new delhi canadian prime minister justin trudeau shared clip diwali celebration sunday amid ongoing diplomatic tension india north american nation happy diwali char
"""Not Sure Whether I Will Be..."": Rohit Drops Big Australia Series Doubt",NDTV Sports Desk,NDTV News,"In case Rohit misses the Test, vice-captain Jasprit Bumrah will lead the side in the series opener while Abhimanyu Easwaran is likely to be his cover.",Rohit Sharma dropped a big doubt over his participation in the first Test of the Border-Gavaskar Trophy against Australia in Perth later this month due to personal reasons. Speaking at the post-match… [+1830 chars],2024-11-03,https://sports.ndtv.com/india-vs-new-zealand-2024/not-sure-whether-i-will-be-going-rohit-sharma-drops-big-border-gavaskar-trophy-doubt-6933784,"https://c.ndtvimg.com/2024-11/4bijivc8_rohit-sharma-pc-bcci_625x300_03_November_24.jpg?im=FeatureCrop,algorithm=dnn,width=1200,height=738",not sure whether i will be rohit drops big australia series doubt rohit sharma dropped a big doubt over his participation in the first test of the border gavaskar trophy against australia in perth later this month due to personal reasons speaking at the post match  chars,"['sure', 'whether', 'rohit', 'drops', 'big', 'australia', 'series', 'doubt', 'rohit', 'sharma', 'dropped', 'big', 'doubt', 'participation', 'first', 'test', 'border', 'gavaskar', 'trophy', 'australia', 'perth', 'later', 'month', 'due', 'personal', 'reasons', 'speaking', 'post', 'match', 'chars']",sure whether rohit drop big australia series doubt rohit sharma dropped big doubt participation first test border gavaskar trophy australia perth later month due personal reason speaking post match char
Bigg Boss 18: Wild Card Contestant Digvijay's War Of Words With Vivian,NDTV Movies News Desk,NDTV News,Bigg Boss 18 airs on ColorsTV. The show can also be streamed on JioCinema,"New Delhi: It seems that the Bigg Boss 18house will soon witness a war of words between wild card entry Digvijay Singh Rathee and Vivian Dsena, one of the season's strongest players. Why do we say th… [+1784 chars]",2024-11-03,https://www.ndtv.com/entertainment/bigg-boss-18-wild-card-contestant-digvijay-singh-rathee-takes-a-jab-at-vivian-dsena-6932574,https://c.ndtvimg.com/2024-11/uolspo0o_gg_625x300_03_November_24.jpeg,bigg boss  wild card contestant digvijay is war of words with vivian new delhi it seems that the bigg boss house will soon witness a war of words between wild card entry digvijay singh rathee and vivian dsena one of the season is strongest players why do we say th  chars,"['bigg', 'boss', 'wild', 'card', 'contestant', 'digvijay', 'war', 'words', 'vivian', 'new', 'delhi', 'seems', 'bigg', 'boss', 'house', 'soon', 'witness', 'war', 'words', 'wild', 'card', 'entry', 'digvijay', 'singh', 'rathee', 'vivian', 'dsena', 'one', 'season', 'strongest', 'players', 'say', 'th', 'chars']",bigg bos wild card contestant digvijay war word vivian new delhi seems bigg bos house soon witness war word wild card entry digvijay singh rathee vivian dsena one season strongest player say th char
"Haryana TET 2024 Registrations To Begin Tomorrow, Check Steps To Apply",Lavkesh Singh,NDTV News,"The Haryana TET 2024 exam will be conducted in pen-and-paper format, with each question carrying one mark.",Haryana TET 2024: The Haryana School Education Board is scheduled to begin registration for the Teacher Eligibility Test (TET) on November 4. Interested and eligible candidates can register for the e… [+1491 chars],2024-11-03,https://www.ndtv.com/education/haryana-tet-2024-registrations-to-begin-tomorrow-check-steps-to-apply-6931966,https://c.ndtvimg.com/2024-11/39g901h_dddd_625x300_03_November_24.jpeg,haryana tet  registrations to begin tomorrow check steps to apply haryana tet  the haryana school education board is scheduled to begin registration for the teacher eligibility test tet on november  interested and eligible candidates can register for the e  chars,"['haryana', 'tet', 'registrations', 'begin', 'tomorrow', 'check', 'steps', 'apply', 'haryana', 'tet', 'haryana', 'school', 'education', 'board', 'scheduled', 'begin', 'registration', 'teacher', 'eligibility', 'test', 'tet', 'november', 'interested', 'eligible', 'candidates', 'register', 'e', 'chars']",haryana tet registration begin tomorrow check step apply haryana tet haryana school education board scheduled begin registration teacher eligibility test tet november interested eligible candidate register e char
Shan Masood Breaks Silence On Insulting Questions By Ramiz Raja,NDTV Sports Desk,NDTV News,Ramiz Raja asked Shan Masood some objectionable questions after Pakistan's 2-1 Test series win against England.,Pakistan's brilliant comeback series win against England met with a bit of controversy after the legendary Ramiz Raja asked skipper Shan Masood some objectionable questions. Ramiz's post-match interv… [+1668 chars],2024-11-03,https://sports.ndtv.com/india-vs-new-zealand-2024/shan-masood-breaks-silence-on-insulting-questions-by-ramiz-raja-in-interview-6926402,"https://c.ndtvimg.com/2024-10/s228l31g_ramiz-raja-shan-masood_625x300_29_October_24.jpeg?im=FitAndFill,algorithm=dnn,width=1200,height=738",shan masood breaks silence on insulting questions by ramiz raja pakistan is brilliant comeback series win against england met with a bit of controversy after the legendary ramiz raja asked skipper shan masood some objectionable questions ramiz is post match interv  chars,"['masood', 'breaks', 'silence', 'insulting', 'questions', 'ramiz', 'raja', 'pakistan', 'brilliant', 'comeback', 'series', 'win', 'england', 'met', 'bit', 'controversy', 'legendary', 'ramiz', 'raja', 'asked', 'skipper', 'masood', 'objectionable', 'questions', 'ramiz', 'post', 'match', 'interv', 'chars']",masood break silence insulting question ramiz raja pakistan brilliant comeback series win england met bit controversy legendary ramiz raja asked skipper masood objectionable question ramiz post match interv char
"""It Makes Me Teary-Eyed"": KKR Star Gets Emotional After Not Being Retained",NDTV Sports Desk,NDTV News,"Venkatesh Iyer has been a key cog for KKR for four seasons, and expressed his emotion at not being retained by the franchise.",The difficulty of having a mega auction right after winning the Indian Premier League (IPL) title is that a team is forced to bid goodbye to several players of the champion side. Such has been the ca… [+1876 chars],2024-11-03,https://sports.ndtv.com/ipl-2025/it-makes-me-teary-eyed-kkr-star-venkatesh-iyer-gets-visibly-emotional-after-not-being-retained-ahead-of-ipl-2025-auction-6929198,"https://c.ndtvimg.com/2024-11/m60mhrio_venkatesh-iyer-bcci_625x300_03_November_24.jpg?im=FeatureCrop,algorithm=dnn,width=1200,height=738",it makes me teary eyed kkr star gets emotional after not being retained the difficulty of having a mega auction right after winning the indian premier league ipl title is that a team is forced to bid goodbye to several players of the champion side such has been the ca  chars,"['makes', 'teary', 'eyed', 'kkr', 'star', 'gets', 'emotional', 'retained', 'difficulty', 'mega', 'auction', 'right', 'winning', 'indian', 'premier', 'league', 'ipl', 'title', 'team', 'forced', 'bid', 'goodbye', 'several', 'players', 'champion', 'side', 'ca', 'chars']",make teary eyed kkr star get emotional retained difficulty mega auction right winning indian premier league ipl title team forced bid goodbye several player champion side ca char
Watch: R Ashwin's 'Ball Of the Series' That Stunned New Zealand Star,NDTV Sports Desk,NDTV News,"R Ashwin bagged three wickets on Day 2 of the third Test against New Zealand, with the dismissal of Glenn Phillips unarguably being the most impressive.","Ravichandran Ashwin was one of India's heroes on Day 2 of the third Test against New Zealand in Wankhede, picking up three wickets as the tourists went 9 down for 171 runs by stumps. Ashwin didn't lo… [+1721 chars]",2024-11-03,https://sports.ndtv.com/india-vs-new-zealand-2024/r-ashwins-ball-of-the-series-that-stunned-new-zealand-star-glenn-phillips-watch-6932031,https://c.ndtvimg.com/2024-11/r7ksaa4_ashwin_625x300_03_November_24.jpeg,watch r ashwin is ball of the series that stunned new zealand star ravichandran ashwin was one of india is heroes on day  of the third test against new zealand in wankhede picking up three wickets as the tourists went  down for  runs by stumps ashwin did not lo  chars,"['watch', 'r', 'ashwin', 'ball', 'series', 'stunned', 'new', 'zealand', 'star', 'ravichandran', 'ashwin', 'one', 'india', 'heroes', 'day', 'third', 'test', 'new', 'zealand', 'wankhede', 'picking', 'three', 'wickets', 'tourists', 'went', 'runs', 'stumps', 'ashwin', 'lo', 'chars']",watch r ashwin ball series stunned new zealand star ravichandran ashwin one india hero day third test new zealand wankhede picking three wicket tourist went run stump ashwin lo char
Manchester City Suffer First League Loss Since December,Agence France-Presse,NDTV News,Manchester City suffered their first Premier League loss since December as Bournemouth stunned the champion,"Manchester City suffered their first Premier League loss since December as Bournemouth stunned the champions, while Arsenal were rocked by Newcastle and Liverpool seized top spot on Saturday. City we… [+4027 chars]",2024-11-03,https://sports.ndtv.com/english-premier-league/manchester-city-suffer-first-league-loss-since-december-arsenal-crash-as-liverpool-go-top-6932201,"https://c.ndtvimg.com/2024-11/csmh20ig_bournemouth-afp_625x300_03_November_24.jpg?im=FitAndFill,algorithm=dnn,width=1200,height=738",manchester city suffer first league loss since december manchester city suffered their first premier league loss since december as bournemouth stunned the champions while arsenal were rocked by newcastle and liverpool seized top spot on saturday city we  chars,"['manchester', 'city', 'suffer', 'first', 'league', 'loss', 'since', 'december', 'manchester', 'city', 'suffered', 'first', 'premier', 'league', 'loss', 'since', 'december', 'bournemouth', 'stunned', 'champions', 'arsenal', 'rocked', 'newcastle', 'liverpool', 'seized', 'top', 'spot', 'saturday', 'city', 'chars']",manchester city suffer first league loss since december manchester city suffered first premier league loss since december bournemouth stunned champion arsenal rocked newcastle liverpool seized top spot saturday city char
Updated WTC Table After India's 0-3 Loss vs NZ. Rohit & Co Drop To...,NDTV Sports Desk,NDTV News,"With a five-Test series against Australia in Australia coming up, India's place in the top two of the WTC could be in jeopardy.","India suffered an embarrassing 3-0 home series whitewash for the first time ever, at the hands of New Zealand at the Wankhede Stadium in Mumbai. The loss meant that India are no longer in top spot in… [+1646 chars]",2024-11-03,https://sports.ndtv.com/india-vs-new-zealand-2024/updated-world-test-championship-points-table-after-indias-3-0-whitewash-loss-vs-new-zealand-rohit-sharma-and-co-no-longer-in-top-spot-6933612,"https://c.ndtvimg.com/2024-11/cvp4dpoo_rishabh-pant_625x300_03_November_24.jpg?im=FeatureCrop,algorithm=dnn,width=1200,height=738",updated wtc table after india is   loss vs nz rohit co drop to india suffered an embarrassing   home series whitewash for the first time ever at the hands of new zealand at the wankhede stadium in mumbai the loss meant that india are no longer in top spot in  chars,"['updated', 'wtc', 'table', 'india', 'loss', 'vs', 'nz', 'rohit', 'co', 'drop', 'india', 'suffered', 'embarrassing', 'home', 'series', 'whitewash', 'first', 'time', 'ever', 'hands', 'new', 'zealand', 'wankhede', 'stadium', 'mumbai', 'loss', 'meant', 'india', 'longer', 'top', 'spot', 'chars']",updated wtc table india loss v nz rohit co drop india suffered embarrassing home series whitewash first time ever hand new zealand wankhede stadium mumbai loss meant india longer top spot char
