title,author,source,description,content,pub_date,url,photo_url,combined_text,tokens,lems
How archaeological digs in York are boosting mental health,Bbc News,BBC News,'Social prescribing' project allows GPs to refer people to take part in digs and historical research.,"Participant Jane, who helped uncover the cellar of a Victorian terraced house, said the programme had helped her to regain her confidence after a period of illness.
I was looking for something to do… [+375 chars]",2024-10-20,https://www.bbc.co.uk/news/articles/cd0z8g5vgx5o,https://ichef.bbci.co.uk/news/1024/branded_news/67b4/live/7b7e5090-8bb2-11ef-9d07-73c97541fcc1.jpg,how archaeological digs in york are boosting mental health participant jane who helped uncover the cellar of a victorian terraced house said the programme had helped her to regain her confidence after a period of illness i was looking for something to do  chars,"['archaeological', 'digs', 'york', 'boosting', 'mental', 'health', 'participant', 'jane', 'helped', 'uncover', 'cellar', 'victorian', 'terraced', 'house', 'said', 'programme', 'helped', 'regain', 'confidence', 'period', 'illness', 'looking', 'something', 'chars']",archaeological dig york boosting mental health participant jane helped uncover cellar victorian terraced house said programme helped regain confidence period illness looking something char
"HDB Financial Services to raise ₹12,500 via IPO",Bloomberg,Bloomberg,"The Mumbai-based bank’s board has approved its unit’s offer for sale of equity shares worth ₹10,000 crore held by the bank and ₹2,500 crore of new shares.","HDB Financial Services Ltd., a unit of Indias largest private sector lender, HDFC Bank Ltd. plans to raise as much as 12,500 crore ($1.5 billion) through an initial public offering (IPO), further add… [+1013 chars]",2024-10-20,https://www.bloomberg.com/news/articles/2024-10-19/hdfc-bank-approves-1-5-billion-ipo-of-unit-hdb-financial,https://bl-i.thgim.com/public/incoming/cbk19q/article68775022.ece/alternates/LANDSCAPE_1200/IMG_th17_BU_IPO_2_1_Q39A2CFN.jpg,hdb financial services to raise   via ipo hdb financial services ltd a unit of indias largest private sector lender hdfc bank ltd plans to raise as much as   crore   billion through an initial public offering ipo further add  chars,"['hdb', 'financial', 'services', 'raise', 'via', 'ipo', 'hdb', 'financial', 'services', 'ltd', 'unit', 'indias', 'largest', 'private', 'sector', 'lender', 'hdfc', 'bank', 'ltd', 'plans', 'raise', 'much', 'crore', 'billion', 'initial', 'public', 'offering', 'ipo', 'add', 'chars']",hdb financial service raise via ipo hdb financial service ltd unit india largest private sector lender hdfc bank ltd plan raise much crore billion initial public offering ipo add char
The United States of Automobiles,"insider@insider.com (Mark Healy,Andrew Thompson)",Business Insider,We created an interactive road map of what America drives. Find out where your car is most popular — and which rides your neighbors love most.,"""More than any other country,"" Lyndon B. Johnson once said of America, ""ours is an automobile society."" He wasn't exaggerating: Americans own more cars per capita than the citizens of any other natio… [+2306 chars]",2024-10-20,https://www.businessinsider.com/united-states-car-models-interactive-guide-politics-color-brand-location-2024-10,https://i.insider.com/670594e4a703186492805f24?width=1200&format=jpeg,the united states of automobiles more than any other country lyndon b johnson once said of america ours is an automobile society he was not exaggerating americans own more cars per capita than the citizens of any other natio  chars,"['united', 'states', 'automobiles', 'country', 'lyndon', 'b', 'johnson', 'said', 'america', 'automobile', 'society', 'exaggerating', 'americans', 'cars', 'per', 'capita', 'citizens', 'natio', 'chars']",united state automobile country lyndon b johnson said america automobile society exaggerating american car per caput citizen natio char
"Black, white, and boring: the monochroming of America's cars","insider@insider.com (Mark Healy,Andrew Thompson,Kim Nguyen,Dan DeLorenzo,Randy Yeip)",Business Insider,Cars used to come in a riot of colors. So how did they all end up so dull?,"It feels like a distant memory, but once upon a time America's carmakers produced vehicles in a veritable rainbow of colors. As recently as 2005, more than half of all automobiles on the road were pa… [+2003 chars]",2024-10-20,https://www.businessinsider.com/why-car-colors-boring-black-white-gray-cost-cutting-2024-10,https://i.insider.com/670028ba3f2165d716de88e7?width=1200&format=jpeg,black white and boring the monochroming of america is cars it feels like a distant memory but once upon a time america is carmakers produced vehicles in a veritable rainbow of colors as recently as  more than half of all automobiles on the road were pa  chars,"['black', 'white', 'boring', 'monochroming', 'america', 'cars', 'feels', 'like', 'distant', 'memory', 'upon', 'time', 'america', 'carmakers', 'produced', 'vehicles', 'veritable', 'rainbow', 'colors', 'recently', 'half', 'automobiles', 'road', 'pa', 'chars']",black white boring monochroming america car feel like distant memory upon time america carmaker produced vehicle veritable rainbow color recently half automobile road pa char
"Red car, blue car: see where your ride ranks on the political spectrum","insider@insider.com (Mark Healy,Nora Naughton,Andrew Thompson)",Business Insider,Is your car more Democratic or Republican? We analyzed 1.7 million car listings to find out.,"In these divided times, everything is political, from the news we consume to the fast food we binge. But consciously or unconsciously, no consumer choice says ""us vs. them"" more than what car we choo… [+3930 chars]",2024-10-20,https://www.businessinsider.com/car-models-owned-by-republicans-democrats-american-politics-jeep-2024-10,https://i.insider.com/67092325a703186492812382?width=1200&format=jpeg,red car blue car see where your ride ranks on the political spectrum in these divided times everything is political from the news we consume to the fast food we binge but consciously or unconsciously no consumer choice says us vs them more than what car we choo  chars,"['red', 'car', 'blue', 'car', 'see', 'ride', 'ranks', 'political', 'spectrum', 'divided', 'times', 'everything', 'political', 'news', 'consume', 'fast', 'food', 'binge', 'consciously', 'unconsciously', 'consumer', 'choice', 'says', 'us', 'vs', 'car', 'choo', 'chars']",red car blue car see ride rank political spectrum divided time everything political news consume fast food binge consciously unconsciously consumer choice say u v car choo char
Morgan Stanley says these 10 small-cap stocks have at least 50% upside,wedwards@businessinsider.com (William Edwards),Business Insider,Morgan Stanley says small-cap stocks could be set for more upside in the months ahead.,"Small-cap stocks had their moment in the sun this July, with the Russell 2000 jumping 11.5% in the span of a week.
Since then, the index has generally moved sideways. But Morgan Stanley says the tra… [+1172 chars]",2024-10-20,https://www.businessinsider.com/stocks-picks-to-buy-huge-upside-small-cap-morgan-stanley-2024-10,https://i.insider.com/67115d13a0a0cc14f221c58f?width=1200&format=jpeg,morgan stanley says these  small cap stocks have at least  upside small cap stocks had their moment in the sun this july with the russell  jumping   in the span of a week since then the index has generally moved sideways but morgan stanley says the tra  chars,"['morgan', 'stanley', 'says', 'small', 'cap', 'stocks', 'least', 'upside', 'small', 'cap', 'stocks', 'moment', 'sun', 'july', 'russell', 'jumping', 'span', 'week', 'since', 'index', 'generally', 'moved', 'sideways', 'morgan', 'stanley', 'says', 'tra', 'chars']",morgan stanley say small cap stock least upside small cap stock moment sun july russell jumping span week since index generally moved sideways morgan stanley say tra char
"From Subarus in Vermont to Dodge Rams in Montana, what we drive is shaped by where we live","insider@insider.com (Mark Healy,Andrew Thompson,Dan DeLorenzo,Kim Nguyen)",Business Insider,Take our interactive guide for a spin to see which cars your neighbors love most,"When it comes to automobiles, geography is destiny. What we drive is determined in large part by where we're driving. Sometimes the locational preferences are almost laughably stereotypical, like the… [+2372 chars]",2024-10-20,https://www.businessinsider.com/america-most-popular-car-models-state-city-county-geography-2024-10,https://i.insider.com/670027783f2165d716de8839?width=1200&format=jpeg,from subarus in vermont to dodge rams in montana what we drive is shaped by where we live when it comes to automobiles geography is destiny what we drive is determined in large part by where we are driving sometimes the locational preferences are almost laughably stereotypical like the  chars,"['subarus', 'vermont', 'dodge', 'rams', 'montana', 'drive', 'shaped', 'live', 'comes', 'automobiles', 'geography', 'destiny', 'drive', 'determined', 'large', 'part', 'driving', 'sometimes', 'locational', 'preferences', 'almost', 'laughably', 'stereotypical', 'like', 'chars']",subarus vermont dodge ram montana drive shaped live come automobile geography destiny drive determined large part driving sometimes locational preference almost laughably stereotypical like char
How we crunched the numbers,"insider@insider.com (Mark Healy,Andrew Thompson)",Business Insider,How we crunched the numbers for our story about what cars America drives.,"To assemble our database, we looked at all 1.7 million car listings on cargurus.com from August 2 to December 16, 2023. The local popularity of vehicles was ranked not by a model's total number of li… [+1276 chars]",2024-10-20,https://www.businessinsider.com/methodology-for-car-database-united-states-of-automobiles-2024-10,https://www.businessinsider.com/public/assets/logos/og-image-logo-social.png?v=2023-11,how we crunched the numbers to assemble our database we looked at all   million car listings on cargurus com from august  to december   the local popularity of vehicles was ranked not by a model is total number of li  chars,"['crunched', 'numbers', 'assemble', 'database', 'looked', 'million', 'car', 'listings', 'cargurus', 'com', 'august', 'december', 'local', 'popularity', 'vehicles', 'ranked', 'model', 'total', 'number', 'li', 'chars']",crunched number assemble database looked million car listing cargurus com august december local popularity vehicle ranked model total number li char
A 29-year-old built a cash-flowing real estate portfolio that gave him the option to leave his day job. He explains how he got started and scaled to 14 units.,Kathleen Elkins,Business Insider,"""It was not really that scary at all to leave, especially because I had the math on my side,"" said one millennial on quitting his corporate job.","Avery Heilbron is a real estate agent and investor residing in Durham.Courtesy of Avery Heilbron
<ul><li>Avery Heilbron left his corporate job in 2024 to pursue real estate full-time.</li><li>Heilbr… [+7305 chars]",2024-10-20,https://www.businessinsider.com/real-estate-portfolio-how-to-build-scale-financial-freedom-fire-2024-10,https://i.insider.com/67129382fd8ede6c99e3e0d7?width=1200&format=jpeg,a  year old built a cash flowing real estate portfolio that gave him the option to leave his day job he explains how he got started and scaled to  units avery heilbron is a real estate agent and investor residing in durham courtesy of avery heilbron ul li avery heilbron left his corporate job in  to pursue real estate full time li li heilbr  chars,"['year', 'old', 'built', 'cash', 'flowing', 'real', 'estate', 'portfolio', 'gave', 'option', 'leave', 'day', 'job', 'explains', 'got', 'started', 'scaled', 'units', 'avery', 'heilbron', 'real', 'estate', 'agent', 'investor', 'residing', 'durham', 'courtesy', 'avery', 'heilbron', 'ul', 'li', 'avery', 'heilbron', 'left', 'corporate', 'job', 'pursue', 'real', 'estate', 'full', 'time', 'li', 'li', 'heilbr', 'chars']",year old built cash flowing real estate portfolio gave option leave day job explains got started scaled unit avery heilbron real estate agent investor residing durham courtesy avery heilbron ul li avery heilbron left corporate job pursue real estate full time li li heilbr char
8 million student-loan borrowers who remain blocked from cheaper payments and debt cancellation are getting a step closer to a final decision on Biden's new repayment plan,Ayelet Sheffey,Business Insider,A Missouri judge blocked student-loan forgiveness under the SAVE plan and will soon hear oral arguments on the case. Servicer Mohela plays a key role.,"A Missouri judge will hear oral arguments on President Joe Biden's SAVE student-loan repayment plan, which remains blocked.Scott Olson/Getty Images
<ul><li>A Missouri court will hear oral arguments … [+5064 chars]",2024-10-20,https://www.businessinsider.com/save-plan-blocked-student-loan-company-mohela-debt-cancellation-biden-2024-10,https://i.insider.com/670ea8043f2165d716e10ef0?width=1200&format=jpeg,million student loan borrowers who remain blocked from cheaper payments and debt cancellation are getting a step closer to a final decision on biden is new repayment plan a missouri judge will hear oral arguments on president joe biden is save student loan repayment plan which remains blocked scott olson getty images ul li a missouri court will hear oral arguments  chars,"['million', 'student', 'loan', 'borrowers', 'remain', 'blocked', 'cheaper', 'payments', 'debt', 'cancellation', 'getting', 'step', 'closer', 'final', 'decision', 'biden', 'new', 'repayment', 'plan', 'missouri', 'judge', 'hear', 'oral', 'arguments', 'president', 'joe', 'biden', 'save', 'student', 'loan', 'repayment', 'plan', 'remains', 'blocked', 'scott', 'olson', 'getty', 'images', 'ul', 'li', 'missouri', 'court', 'hear', 'oral', 'arguments', 'chars']",million student loan borrower remain blocked cheaper payment debt cancellation getting step closer final decision biden new repayment plan missouri judge hear oral argument president joe biden save student loan repayment plan remains blocked scott olson getty image ul li missouri court hear oral argument char
Google Research execs reveal how they use AI in their daily lives — and where they think twice about it,Ana Altchek,Business Insider,"Google execs on the Research team told Business Insider their favorite uses of AI, like looking up products with Lens or translating pages.","Google execs talked about where they use AI in their daily lives and where they hesitate to integrate it.Chris Hondros/Getty Images
<ul><li>Google executives told Business Insider how they use AI in… [+2949 chars]",2024-10-20,https://www.businessinsider.com/google-research-execs-reveal-how-they-use-ai-daily-2024-10,https://i.insider.com/6712b2a9a0a0cc14f22256ab?width=1200&format=jpeg,google research execs reveal how they use ai in their daily lives and where they think twice about it google execs talked about where they use ai in their daily lives and where they hesitate to integrate it chris hondros getty images ul li google executives told business insider how they use ai in  chars,"['google', 'research', 'execs', 'reveal', 'use', 'ai', 'daily', 'lives', 'think', 'twice', 'google', 'execs', 'talked', 'use', 'ai', 'daily', 'lives', 'hesitate', 'integrate', 'chris', 'hondros', 'getty', 'images', 'ul', 'li', 'google', 'executives', 'told', 'business', 'insider', 'use', 'ai', 'chars']",google research exec reveal use ai daily life think twice google exec talked use ai daily life hesitate integrate chris hondros getty image ul li google executive told business insider use ai char
America is entering a new 'economic supercycle',llopez@insider.com (Linette Lopez),Business Insider,"The US economy is entering a bold new era that economists say will feature more inflation, more growth, and more chaos.","No one's going to sound an alarm, blast out a text message, or shoot you an email about it, but the US economy is undergoing a historic shift. We are leaving one long period of expansion what economi… [+11197 chars]",2024-10-20,https://www.businessinsider.com/america-new-economic-supercycle-growth-inflation-stock-market-global-chaos-2024-10,https://i.insider.com/6711664ffd8ede6c99e382e2?width=1200&format=jpeg,america is entering a new economic supercycle no one is going to sound an alarm blast out a text message or shoot you an email about it but the us economy is undergoing a historic shift we are leaving one long period of expansion what economi  chars,"['america', 'entering', 'new', 'economic', 'supercycle', 'one', 'going', 'sound', 'alarm', 'blast', 'text', 'message', 'shoot', 'email', 'us', 'economy', 'undergoing', 'historic', 'shift', 'leaving', 'one', 'long', 'period', 'expansion', 'economi', 'chars']",america entering new economic supercycle one going sound alarm blast text message shoot email u economy undergoing historic shift leaving one long period expansion economi char
